CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Este;28030848;CP INF-PRI;FEDERICO GARCIA LORCA;Avenida Del Niño Jesus, 1 ;Arganda del Rey;-;28500;918711847;918710508;cp.garcialorca.arganda@educa.madrid.org;-;Público;
Madrid-Este;28041743;CP INF-PRI;FELIX RODRIGUEZ DE LA FUENTE;Avenida De España, 142 ;Coslada;-;28822;916691452;916691452;cp.rodriguezdelafu.coslada@educa.madrid.org;MOVIL 689903707;Público;
Madrid-Sur;28037521;CP INF-PRI;FERNANDO DE LOS RIOS;Avenida Del Oeste, 4 ;Alcorcón;-;28922;916439974;916439974;cp.fernandodelosrios.alcorcon@educa.madrid.org;fernan11@centros2.cnice.mecd.es;Público;
Madrid-Sur;28032456;CP INF-PRI;FERNANDO DE LOS RIOS;Avenida De Las Fuerzas Armadas, 4 ;Getafe;-;28901;916817989;916839815;cp.fernandodelosrios.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28010618;CP INF-PRI;FERNANDO EL CATOLICO;Calle De Fernando El Católico, 16 ;Madrid;Chamberí;28015;914442902;914469251;cp.fernandoelcatolico.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28021291;CP INF-PRI;FILOSOFO SENECA;Calle De Santa Adela, 21 ;Madrid;Hortaleza;28033;917638145;-;cp.seneca.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28026006;CP INF-PRI;FONTARRON;Calle Del Arroyo Fontarrón, 24 ;Madrid;Moratalaz;28030;917720378;913050045;cp.fontarron.madrid@educa.madrid.org;CP.FONTARRON.MADRID@EDUCA.MADRID.ORG;Público;
Madrid-Norte;28024551;CP INF-PRI;FRANCISCO CARRILLO;Avenida De Parroco Miguel Ruiz Felguera, 2 ;San Sebastián de los Reyes;-;28701;916526847;916239311;cp.franciscocarrillo.sansebastian@educa.madrid.org;-;Público;
Madrid-Oeste;28032511;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle Blas De Otero, 61 ;Majadahonda;-;28220;916347570;916384014;cp.quevedo.majadahonda@educa.madrid.org;-;Público;
Madrid-Este;28031440;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle San Vidal, 8 ;Alcalá de Henares;-;28803;918807835;918807835;cp.quevedo.alcala@educa.madrid.org;cp.quevedo.alcala@educa.madrid.org;Público;
Madrid-Sur;28029652;CP INF-PRI;FRANCISCO DE QUEVEDO;Calle De Alemania, 18 ;Fuenlabrada;-;28943;916074845;916073663;cp.quevedo.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28058561;CP INF-PRI;FRANCISCO DE QUEVEDO;Avenida De Las Fuerzas Armadas, 6 ;Getafe;-;28901;916821924;916810669;cp.franciscodequevedo.getafe@educa.madrid.org;-;Público;
Madrid-Este;28063957;CP INF-PRI;FRANCISCO TOMAS Y VALIENTE;Calle Paulonia, 2 ;Velilla de San Antonio;-;28891;916608619;916608824;cp.tomasyvaliente.velilla@educa.madrid.org;-;Público;
Madrid-Norte;28038471;CP INF-PRI;FUENTE SANTA;Calle Del Real, 114 ;San Sebastián de los Reyes;-;28703;916511311;916515729;cp.fuentesanta.sansebastian@educa.madrid.org;-;Público;
Madrid-Sur;28073884;CP INF-PRI;FUENTES CLARAS;Calle San Isidro, S/n ;Cubas de la Sagra;-;28978;918142993;918144074;cp.fuentesclaras.cubasdelasagra@educa.madrid.org;-;Público;
Madrid-Norte;28031211;CP INF-PRI;FUENTESANTA;Avenida De Andalucía, 55 ;Colmenar Viejo;-;28770;918452904;918453502;cp.fuentesanta.colmenarviejo@educa.madrid.org;cp.fuente.santa@centros2.pntic.mec.es;Público;
Madrid-Norte;28033680;CP INF-PRI;GABRIEL GARCIA MARQUEZ;Sector Músicos, 11 ;Tres Cantos;-;28760;918037421;918030996;cp.garciamarquez.trescantos@educa.madrid.org;-;Público;
Madrid-Capital;28063775;CP INF-PRI;GABRIELA MISTRAL;Calle De Mirallos, 3 ;Madrid;Fuencarral-El Pardo;28050;913586549;913586557;cp.gabrielamistral.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28078584;CP INF-PRI;GABRIELA MORREALE;Calle Londres C/v Viena C/v Nogal ;Leganés;-;28918;686141887;917031997;cp.gabrielamorreale.leganes@educa.madrid.org;-;Público;
Madrid-Sur;28063911;CP INF-PRI;GANDHI;Calle Jacinto Benavente, S/n ;Villaviciosa de Odón;-;28670;916163067;916164671;cp.gandhi.villaviciosa@educa.madrid.org;-;Público;
Madrid-Este;28032341;CP INF-PRI;GARCIA LORCA;Calle Torrelaguna, 29 ;Alcalá de Henares;-;28806;918888202;918776389;cp.garcialorca.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28037648;CP INF-PRI;GARCILASO DE LA VEGA;Calle De Trefacio, 18 ;Madrid;Hortaleza;28043;686820149;917161701;cp.garcilaso.madrid@educa.madrid.org;-;Público;
Madrid-Este;28024460;CP INF-PRI;GENERAL IZQUIERDO;Calle Juan De Austria, 40 ;San Martín de la Vega;-;28330;918946438;918937684;cp.generalizquierd.sanmartindelavega@educa.madrid.org;-;Público;
Madrid-Este;28035895;CP INF-PRI;GINER DE LOS RIOS;Calle Álamo, 6 ;Torrejón de Ardoz;-;28850;916564952;916780879;cp.ginerdelosrios.torrejondeardoz@educa.madrid.org;cp.ginerdelosrios.torrejondeardoz@educa.madrid.org;Público;
Madrid-Sur;28043031;CP INF-PRI;GINER DE LOS RIOS;Calle Río Guadiana, 8 ;Parla;-;28981;916981805;916989207;cp.ginerdelosrios.parla@educa.madrid.org;-;Público;
Madrid-Sur;28057039;CP INF-PRI;GLORIA  FUERTES;Avenida De Los Arces, S/n ;Getafe;-;28903;916963512;916835054;cp.gloriafuertes.getafe@educa.madrid.org;-;Público;
Madrid-Este;28029901;CP INF-PRI;GONZALO DE BERCEO;Avenida De España, S/n ;Coslada;-;28821;916725616;916725616;cp.gonzalodeberceo.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28005441;CP INF-PRI;GONZALO FERNANDEZ DE CORDOBA;Calle De Adanero, 3 ;Madrid;Latina;28024;917113625;917113735;cp.fernandezdecord.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28049365;CP INF-PRI;GUINDALERA;Calle De Bóston, 1 ;Madrid;Salamanca;28028;917252437;917255776;cp.guindalera.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005465;CP INF-PRI;GUSTAVO ADOLFO BECQUER;Calle De Santa Genoveva, 32 ;Madrid;Ciudad Lineal;28017;914051507;914053498;cp.becquer.madrid@educa.madrid.org;-;Público;
Madrid-Este;28063945;CP INF-PRI;HANS CHRISTIAN ANDERSEN;Calle Fernando Trueba, 8 ;Rivas-Vaciamadrid;-;28521;914996866;914996871;cp.hanschristianandersen.rivas@educa.madrid.org;-;Público;
Madrid-Sur;28025661;CP INF-PRI;HERMANOS GARCIA NOBLEJAS;Calle Madroño, 3 ;Villaviciosa de Odón;-;28670;916161414;916164697;cp.garcianoblejas.villaviciosa@educa.madrid.org;-;Público;
Madrid-Capital;28005489;CP INF-PRI;HERMANOS PINZON;Calle Del Azor, 4 ;Madrid;Latina;28024;915186040;915186040;cp.hermanospinzon.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28003493;CP INF-PRI;HERMANOS TORA;Calle Del Conde, 3 ;Humanes de Madrid;-;28970;916040273;916040538;cp.hermanostora.humanes@educa.madrid.org;cp.hermanostora.humanes@educa.madrid.org;Público;
Madrid-Capital;28005490;CP INF-PRI;HERNAN CORTES;Calle De Los Yébenes, 241 ;Madrid;Latina;28047;917176844;917180472;cp.hernancortes.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28075546;CP INF-PRI;HEROES DEL 2 DE MAYO;Calle Del Orient Express, S/n ;Colmenar Viejo;-;28770;916288889;-;cp.heroesdel2demayo.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Este;28080475;CP INF-PRI;HISPANIDAD;Avenida De Levante C/v Avda. 1º De Mayo ;Rivas-Vaciamadrid;-;28521;676890355;-;cp.hispanidad.rivas@educa.madrid.org;-;Público;
Madrid-Este;28000558;CP INF-PRI;INFANTA CATALINA;Calle San Vidal, 4 ;Alcalá de Henares;-;28803;918886145;918836953;cp.infantacatalina.alcala@educa.madrid.org;-;Público;
Madrid-Oeste;28039347;CP INF-PRI;INFANTA ELENA;Camino Huertas, 13 ;Pozuelo de Alarcón;-;28223;917155847;917155847;cp.infantaelena.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Norte;28064068;CP INF-PRI;INFANTA LEONOR;Avenida Alcalde Lorenzo Ginés Brandin, S/n ;San Agustín del Guadalix;-;28750;918489692;918489693;cp.infantaleonor.sanagustin@educa.madrid.org;-;Público;
Madrid-Capital;28063787;CP INF-PRI;INFANTA LEONOR;Calle Monasterio De El Paular, 140 ;Madrid;Fuencarral-El Pardo;28049;917508788;917508847;cp.infantaleonor.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28035691;CP INF-PRI;INFANTAS ELENA Y CRISTINA;Avenida Del Moscatelar, 15 ;San Sebastián de los Reyes;-;28703;916543775;916543775;cp.infantaselenayc.sansebastian@educa.madrid.org;916543775@colegioinfantas.com;Público;
Madrid-Este;28030368;CP INF-PRI;IPLACEA;Calle Del Río Guadarrama, 1 ;Alcalá de Henares;-;28803;918898885;918837179;cp.iplacea.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28004552;CP INF-PRI;ISAAC ALBENIZ;Calle De La Drácena, 29 ;Madrid;Chamartín;28016;913596972;913596972;cp.albeniz.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010710;CP INF-PRI;ISABEL LA CATOLICA;Calle De Barceló, 2 ;Madrid;Centro;28004;915217840;915229393;cp.isabellacatolica.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28079448;CP INF-PRI;ISABEL LA CATOLICA;Calle Democracia ;Alcorcón;-;28922;648754946;-;cp.isabellacatolica.alcorcon@educa.madrid.org;-;Público;
Madrid-Capital;28005601;CP INF-PRI;JAIME BALMES;Calle De Sierra De La Solana, 2 ;Madrid;Puente de Vallecas;28053;914785884;914771646;cp.jaimebalmes.madrid@educa.madrid.org;cp.jaimebalmes.madrid@educa.madrid.org;Público;
Madrid-Capital;28005623;CP INF-PRI;JAVIER DE MIGUEL;Calle Del Puerto De Viñamala, 11 ;Madrid;Puente de Vallecas;28018;913035102;913805770;cp.javierdemiguel.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28038252;CP INF-PRI;JOAN MIRO;Calle De La Ingeniería, 2 ;Leganés;-;28914;916807662;916806924;cp.joanmiro.leganes@educa.madrid.org;-;Público;
Madrid-Este;28040891;CP INF-PRI;JOAQUIN BLUME;Calle Joaquín Blume, S/n ;Torrejón de Ardoz;-;28850;916566733;916566533;cp.joaquinblume.torrejondeardoz@educa.madrid.org;joaquinblume@hotmail.com;Público;
Madrid-Capital;28010722;CP INF-PRI;JOAQUIN COSTA;Paseo De Pontones, 8 ;Madrid;Arganzuela;28005;913653632;913653559;cp.joaquincosta.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28032420;CP INF-PRI;JOHN LENNON;Calle De Grecia, 21 ;Fuenlabrada;-;28943;916079374;916076544;cp.johnlennon.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Norte;28064071;CP INF-PRI;JONATHAN GALEA;Calle Enrique Casas, 7 ;Algete;-;28110;916287333;916287338;cp.jonathangalea.algete@educa.madrid.org;-;Público;
Madrid-Capital;28038321;CP INF-PRI;JOSE BERGAMIN;Calle De Braille, 19 ;Madrid;Fuencarral-El Pardo;28034;917355560;917345042;cp.josebergamin.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28041640;CP INF-PRI;JOSE BERGAMIN GUTIERREZ;Calle Islas Cíes, 6 ;Boadilla del Monte;-;28660;916322813;916327996;cp.josebergamin.boadilla@educa.madrid.org;-;Público;
Madrid-Capital;28010746;CP INF-PRI;JOSE CALVO SOTELO;Avenida De La Ciudad De Barcelona, 83 ;Madrid;Retiro;28007;914337125;914336781;cp.calvosotelo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28074256;CP INF-PRI;JOSE DE ECHEGARAY;Calle De Puentedey, 14 ;Madrid;Villa de Vallecas;28051;911996781;911996782;cp.josedeechegaray.madrid@educa.madrid.org;cp.josedeechegaray.madrid@hotmail.com;Público;
Madrid-Sur;28065531;CP INF-PRI;JOSE HIERRO;Calle Acuario, 34 ;Parla;-;28983;914240509;914240647;cp.josehierro.parla@educa.madrid.org;https://www.educa2.madrid.org/web/centro.cp.josehierro.parla;Público;
Madrid-Capital;28021461;CP INF-PRI;JOSE ORTEGA Y GASSET;Calle De Orense, 87 ;Madrid;Tetuán;28020;915720997;915701341;cp.ortegaygasset.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28078614;CP INF-PRI;JOSEFINA CARABIAS;Avenida Juan Pablo Ii, S/n ;Boalo, El;-;28492;918573866;918573866;cp.josefinacarabias.mataelpino@educa.madrid.org;-;Público;
Madrid-Capital;28071361;CP INF-PRI;JOSEP TARRADELLAS;Calle De Triacastela, 1 ;Madrid;Fuencarral-El Pardo;28050;914274125;914274161;cp.joseptarradellas.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28035603;CP INF-PRI;JUAN OCAÑA;Avenida De Los Deportes, 25 ;Móstoles;-;28935;916137117;916137117;cp.juandeocana.mostoles@educa.madrid.org;-;Público;
Madrid-Sur;28023111;CP INF-PRI;JUAN PEREZ VILLAAMIL;Calle Veracruz, 34 Duplicado ;Móstoles;-;28936;916480871;916480820;cp.perezvillamil.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28005726;CP INF-PRI;JUAN SEBASTIAN ELCANO;Calle De Mirasierra, 29 ;Madrid;Usera;28026;685477556;914768107;cp.elcano.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28020533;CP INF-PRI;JUAN ZARAGUETA;Calle Vía De Los Poblados, 17 ;Madrid;Hortaleza;28033;917630869;917630869;cp.juanzaragueta.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28039086;CP INF-PRI;JULIAN BESTEIRO;Calle Campos De Castilla, 4 ;Getafe;-;28909;916847034;916096652;cp.julianbesteiro.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28006411;CP INF-PRI;LA ALAMEDA;Calle De Las Musas, 9 ;Madrid;San Blas-Canillejas;28022;917411453;-;cp.laalameda.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28045128;CP INF-PRI;LA CAÑADA;Calle De Concepción Arenal, 13 ;Fuenlabrada;-;28942;914864366;914864238;cp.lacanada.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Oeste;28050446;CP INF-PRI;LA ENCINA;Calle Ramón Y Cajal, 3 ;Rozas de Madrid, Las;-;28232;916403725;916403996;cp.laencina.lasrozas@educa.madrid.org;-;Público;
Madrid-Este;28035676;CP INF-PRI;LA ESCUELA;Avenida De Miguel Hernández, 1 ;Rivas-Vaciamadrid;-;28523;916660014;916669299;cp.laescuela.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28039244;CP INF-PRI;LAS ACACIAS;Calle Diamante, S/n ;Pozuelo de Alarcón;-;28224;913524797;917141380;cp.lasacacias.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Sur;28060245;CP INF-PRI;LAS CASTAÑERAS;Calle De Andalucía, 8 ;Arroyomolinos;-;28939;916091283;-;cp.lascastaneras.arroyomolinos@educa.madrid.org;-;Público;
Madrid-Sur;28028891;CP INF-PRI;LAS CUMBRES;Calle Del Río Ebro, 9 ;Móstoles;-;28935;916471370;-;cp.lascumbres.mostoles@educa.madrid.org;-;Público;
Madrid-Este;28073963;CP INF-PRI;LAS NAVAS DE TOLOSA;Avenida De Circunvalación, 353 ;Paracuellos de Jarama;-;28860;916673323;916672295;cp.navasdetolosa.paracuellos@educa.madrid.org;-;Público;
Madrid-Oeste;28057064;CP INF-PRI;LAS VEREDAS;Camino De La Nava, S/n ;Colmenarejo;-;28270;918589271;918424719;cp.lasveredas.colmenarejo@educa.madrid.org;-;Público;
Madrid-Sur;28040039;CP INF-PRI;LAURA GARCIA NOBLEJAS Y BRUNET;Calle Del Gral Sanz Marqués San Juan Puerto Rico, 11 ;Villaviciosa de Odón;-;28670;916163208;916657055;cp.garcianoblejas.villaviciosa2@educa.madrid.org;-;Público;
Madrid-Capital;28010761;CP INF-PRI;LEGADO CRESPO;Paseo De Las Acacias, 2 ;Madrid;Arganzuela;28005;915286325;915286325;cp.legadocrespo.madrid@educa.madrid.org;angeles.agudoperez@educa.madrid.org;Público;
Madrid-Este;28032390;CP INF-PRI;LEON FELIPE;Calle Siete Vientos, S/n ;Arganda del Rey;-;28500;918715438;918704091;cp.leonfelipe.arganda@educa.madrid.org;-;Público;
Madrid-Sur;28049419;CP INF-PRI;LEON FELIPE;Avenida De Carlos V, 28 ;Móstoles;-;28936;916450391;916450391;cp.leonfelipe.mostoles@educa.madrid.org;-;Público;
Madrid-Sur;28037636;CP INF-PRI;LEON FELIPE;Avenida De La Mancha, 1-a ;Leganés;-;28915;916865476;916865476;cp.leonfelipe.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28010898;CP INF-PRI;LEOPOLDO ALAS;Calle De Pedrezuela, 18 ;Madrid;Ciudad Lineal;28017;914033755;914042281;cp.leopoldoalas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28069820;CP INF-PRI;LEOPOLDO CALVO-SOTELO;Calle De Puente La Reina, S/n ;Madrid;Fuencarral-El Pardo;28050;914273351;914273083;cp.leopoldocalvosotelo.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28010771;CP INF-PRI;LEPANTO;Calle De Valderrey, 9 ;Madrid;Moncloa-Aravaca;28035;913160937;913738204;cp.lepanto.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28028842;CP INF-PRI;LOPE DE VEGA;Avenida De Los Pinos, 4 ;Leganés;-;28914;916941570;-;cp.lopedevega.leganes@educa.madrid.org;secrelopedevega@gmail.com;Público;
Madrid-Sur;28037545;CP INF-PRI;LOPE DE VEGA;Calle Francisco Javier Sauquillo, 17 ;Fuenlabrada;-;28944;916972902;916972902;cp.lopedevega.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Capital;28020867;CP INF-PRI;LORENZO LUZURIAGA;Calle De Valencia De Don Juan, 19 ;Madrid;Fuencarral-El Pardo;28034;917305938;917314362;cp.lorenzoluzuriaga.madrid@educa.madrid.org;-;Público;
Madrid-Este;28041792;CP INF-PRI;LOS ALMENDROS;Avenida De Los Almendros, 198 ;Rivas-Vaciamadrid;-;28522;913012711;916665374;cp.losalmendros.rivas@educa.madrid.org;-;Público;
Madrid-Capital;28050355;CP INF-PRI;LOS ALMENDROS;Calle De Ladera De Los Almendros, 45 ;Madrid;Vicálvaro;28032;917510982;917726814;cp.losalmendros.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28025178;CP INF-PRI;LOS ANGELES;Plaza De José María Unceta, 10 ;Torrelodones;-;28250;918592178;918594687;cp.losangeles.torrelodones@educa.madrid.org;-;Público;
Madrid-Oeste;28042814;CP INF-PRI;LOS JARALES-MONTERROZAS;Avenida Esparta, 54 ;Rozas de Madrid, Las;-;28232;916318490;916318490;cp.losjarales.lasrozas@educa.madrid.org;ceiplosjarales@telefonica.net;Público;
Madrid-Oeste;28031786;CP INF-PRI;LOS NEGRALES;Calle De San Pablo, 17 ;Alpedrete;-;28439;918504799;918406183;cp.losnegrales.alpedrete@educa.madrid.org;cp.losnegrales.alpedrete@educa.madrid.org;Público;
Madrid-Oeste;28063982;CP INF-PRI;LOS OLIVOS;Camino Perales, S/n ;Rozas de Madrid, Las;-;28232;916315147;916315840;cp.losolivos.lasrozas@educa.madrid.org;-;Público;
Madrid-Capital;28069169;CP INF-PRI;LOYOLA DE PALACIO;Calle Del Embalse De Navacerrada, 60 ;Madrid;Villa de Vallecas;28051;913851330;-;cp.loyoladepalacio.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005571;CP INF-PRI;LUIS BELLO;Calle De Luis Cabrera, 66 ;Madrid;Chamartín;28002;912205533;912205535;cp.luisbello.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28037508;CP INF-PRI;LUIS BUÑUEL;Calle De Jaén, 73 ;Alcobendas;-;28100;916512323;916638652;cp.luisbunuel.alcobendas@educa.madrid.org;cp.luisbunuel.alcobendas@educa.madrid.org;Público;
Madrid-Capital;28021367;CP INF-PRI;LUIS CERNUDA;Calle Del Carril Del Conde, 64 ;Madrid;Hortaleza;28043;913002732;913002732;cp.luiscernuda.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28070986;CP INF-PRI;MADRE TERESA DE CALCUTA;Calle Jaime I El Conquistador, 143 ;Parla;-;28983;914240381;914241697;cp.madreteresadecalcuta.parla@educa.madrid.org;-;Público;
Madrid-Capital;28072466;CP INF-PRI;MAESTRO PADILLA;Avenida De La Peseta C/v Vía Lusitana, S/n ;Madrid;Carabanchel;28054;911731852;911724720;cp.maestropadilla.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28023534;CP INF-PRI;MAGERIT;Avenida Juan Carlos I, 6 ;Parla;-;28981;916992950;916989312;cp.magerit.parla@educa.madrid.org;-;Público;
Madrid-Capital;28010795;CP INF-PRI;MANUEL BARTOLOME COSSIO;Calle De José De Cadalso, 19 ;Madrid;Latina;28044;917064098;917064098;cp.bartolomecossio.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28038203;CP INF-PRI;MANUEL NUÑEZ DE ARENAS;Avenida De Las Arcas Del Agua, 9 ;Getafe;-;28905;916830792;916814904;cp.nunezdearenas.getafe@educa.madrid.org;-;Público;
Madrid-Capital;28010801;CP INF-PRI;MANUEL SAINZ DE VICUÑA;Calle Del Camino De Los Vinateros, 104 ;Madrid;Moratalaz;28030;914391349;913285625;cp.sainzdevicuna.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28074578;CP INF-PRI;MARGARET THATCHER;Glorieta De La Playa De San Lorenzo, S/n ;Madrid;Barajas;28042;913056086;913055404;cp.margaretthatcher.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28078572;CP INF-PRI;MARIA BLANCHARD;Calle Niceto Alcalá Zamora C/v José Prat ;Getafe;-;28905;913912040;-;cp.mariablanchard.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28078626;CP INF-PRI;MARIA DE MAEZTU;Calle De Miguel De Unamuno, S/n ;Boalo, El;-;28412;918574465;918574465;cp.mariademaeztu.cerceda@educa.madrid.org;-;Público;
Madrid-Capital;28079436;CP INF-PRI;MARIA DE VILLOTA;Calle De Enrique García Álvarez, 11 ;Madrid;Villa de Vallecas;28031;913053429;-;cp.mariadevillota.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28049377;CP INF-PRI;MARIA MOLINER;Calle De Arcos De Jalón, 34 ;Madrid;San Blas-Canillejas;28037;913133969;913069463;cp.mariamoliner.madrid@educa.madrid.org;El centro cuenta con uniforme escolar en E. Infantil y E. Primaria.;Público;
Madrid-Capital;28031348;CP INF-PRI;MARIANO JOSE DE LARRA;Calle De Longares, 11 ;Madrid;San Blas-Canillejas;28022;913133789;917759574;cp.larra.madrid@educa.madrid.org;-;Público;
Madrid-Este;28045062;CP INF-PRI;MARIO BENEDETTI;Camino De La Partija, S/n ;Rivas-Vaciamadrid;-;28523;913012479;913012479;cp.mariobenedetti.rivas@educa.madrid.org;-;Público;
Madrid-Oeste;28066119;CP INF-PRI;MARIO VARGAS LLOSA;Avenida De Atenas, 48b ;Rozas de Madrid, Las;-;28232;916315884;916314960;cp.vargasllosa.lasrozas@educa.madrid.org;-;Público;
Madrid-Sur;28003535;CP INF-PRI;MARQUES DE LEGANES;Calle Pizarro, 4 ;Leganés;-;28911;916939114;916894703;cp.marquesdeleganes.leganes@educa.madrid.org;-;Público;
Madrid-Capital;28018496;CP INF-PRI;MARTINEZ MONTAÑES;Calle De Hacienda De Pavones, 223 ;Madrid;Moratalaz;28030;917738878;917738878;cp.martinezmontanes.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28078596;CP INF-PRI;MARUJA MALLO;Avenida Vía Láctea C/v Av. De La Onu C/v Camino Human ;Móstoles;-;28936;914262634;-;cp.marujamallo.mostoles@educa.madrid.org;-;Público;
Madrid-Capital;28005878;CP INF-PRI;MENDEZ NUNEZ;Calle De Alicun, 9 ;Madrid;Hortaleza;28033;913024834;913024834;cp.mendeznunez.madrid@educa.madrid.org;-;Público;
Madrid-Este;28029913;CP INF-PRI;MENENDEZ PIDAL;Avenida De España, 144 ;Coslada;-;28822;916725622;916725622;cp.menendezpidal.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28029123;CP INF-PRI;MESETA DE ORCASITAS;Calle Del Camino Viejo De Villaverde, 1 ;Madrid;Usera;28041;913413045;913417861;cp.mesetadeorcasitas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28005908;CP INF-PRI;MESONERO ROMANOS;Calle De Pont De Molins, 31 ;Madrid;Puente de Vallecas;28038;913037096;913800850;cp.mesoneroromanos.madrid@educa.madrid.org;-;Público;
Madrid-Este;28024964;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Madrid, 15 ;Torrejón de Ardoz;-;28850;916750442;916561620;cp.cervantes.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Oeste;28042152;CP INF-PRI;MIGUEL DE CERVANTES;Calle Ruiz De Alarcón, 1 ;Collado Villalba;-;28400;918516533;918490677;cp.cervantes.colladovillalba@educa.madrid.org;-;Público;
Madrid-Norte;28038136;CP INF-PRI;MIGUEL DE CERVANTES;Avenida Literatos, 11 ;Tres Cantos;-;28760;918036188;918041577;cp.cervantes.trescantos@educa.madrid.org;-;Público;
Madrid-Capital;28010850;CP INF-PRI;MIGUEL DE UNAMUNO;Calle De Alicante, 5 ;Madrid;Arganzuela;28045;915282554;915282554;cp.unamuno.madrid@educa.madrid.org;miguel16@centros2.pntic.mec.es;Público;
Madrid-Norte;28071814;CP INF-PRI;MIGUEL DELIBES;Calle Alonso Zamora Vicente C/v Rosa Chacel, 1 ;San Sebastián de los Reyes;-;28702;916677086;916677460;cp.migueldelibes.sansebastian@educa.madrid.org;-;Público;
Madrid-Este;28034052;CP INF-PRI;MIGUEL HERNANDEZ;Calle Rafael Sánchez Ferlosio, 17 ;San Fernando de Henares;-;28830;916734510;916733469;cp.miguelhernandez.sanfernando@educa.madrid.org;-;Público;
Madrid-Norte;28032353;CP INF-PRI;MIGUEL HERNANDEZ;Calle De Segovia, 5 ;Alcobendas;-;28100;916532914;916638971;cp.miguelhernandez.alcobendas@educa.madrid.org;-;Público;
Madrid-Sur;28032389;CP INF-PRI;MIGUEL HERNANDEZ;Calle Pablo Neruda, S/n ;Alcorcón;-;28922;916414075;916414075;cp.miguelhernandez.alcorcon@educa.madrid.org;cp.miguelhernandez.alcorcon@educa.madrid.org;Público;
Madrid-Este;28032331;CP INF-PRI;MIGUEL HERNANDEZ;Calle Luis Madrona, 15 ;Alcalá de Henares;-;28805;918883040;918883040;cp.miguelhernandez.alcala@educa.madrid.org;-;Público;
Madrid-Norte;28035366;CP INF-PRI;MIRAFLORES;Calle De Miraflores, 16 ;Alcobendas;-;28100;916543885;916514712;cp.miraflores.alcobendas@educa.madrid.org;-;Público;
Madrid-Capital;28038343;CP INF-PRI;MIRASIERRA;Calle De La Maso, 22 ;Madrid;Fuencarral-El Pardo;28034;917345665;917350356;cp.mirasierra.madrid@educa.madrid.org;-;Público;
